0;0.08;
100;0.46;
200;0.54;
300;0.62;
400;0.76;
500;0.86;
600;0.76;
700;0.96;
800;0.82;
900;0.88;
1000;0.86;
1100;0.94;
1200;0.9;
1300;0.88;
1400;0.86;
1500;0.98;
1600;0.92;
1700;0.92;
1800;0.94;
1900;0.98;
2000;0.9;
2100;0.86;
2200;0.88;
2300;0.9;
2400;0.88;
2500;0.94;
2600;0.9;
2700;0.88;
2800;0.92;
2900;0.94;
3000;0.96;
3100;0.96;
3200;0.92;
3300;0.96;
3400;0.98;
3500;0.92;
3600;0.88;
3700;0.9;
3800;0.98;
3900;1;
4000;0.98;
4100;0.92;
4200;0.98;
4300;0.96;
4400;0.92;
4500;0.96;
4600;0.94;
4700;1;
4800;0.98;
4900;0.98;
5000;0.92;
5100;0.92;
5200;1;
5300;0.92;
5400;0.96;
5500;0.9;
5600;0.9;
5700;0.98;
5800;0.96;
5900;0.98;
6000;0.98;
6100;0.9;
6200;1;
6300;0.98;
6400;0.94;
6500;0.98;
6600;0.98;
6700;0.98;
6800;0.96;
6900;0.98;
7000;0.98;
7100;0.98;
7200;1;
7300;0.98;
7400;0.98;
7500;0.96;
7600;0.94;
7700;0.94;
7800;1;
7900;0.94;
8000;1;
8100;1;
8200;0.9;
8300;0.94;
8400;1;
8500;0.94;
8600;1;
8700;0.98;
8800;0.98;
8900;0.96;
9000;0.98;
9100;0.96;
9200;0.96;
9300;0.96;
9400;0.94;
9500;0.94;
9600;1;
9700;1;
9800;0.96;
9900;0.98;
10000;0.96;
10100;0.98;
10200;0.96;
10300;0.94;
10400;0.96;
10500;1;
10600;0.94;
10700;0.98;
10800;1;
10900;0.96;
11000;0.98;
11100;0.94;
11200;0.98;
11300;0.96;
11400;0.98;
11500;0.94;
11600;1;
11700;0.98;
11800;0.96;
11900;1;
12000;0.98;
12100;0.98;
12200;0.96;
12300;1;
12400;0.98;
12500;0.98;
12600;0.98;
12700;0.96;
12800;1;
12900;0.98;
13000;0.96;
13100;0.92;
13200;0.98;
13300;1;
13400;0.98;
13500;1;
13600;1;
13700;1;
13800;0.94;
13900;0.96;
14000;1;
14100;0.96;
14200;0.98;
14300;0.94;
14400;0.98;
14500;1;
14600;0.98;
14700;0.98;
14800;0.98;
14900;0.98;
