0.10199999921;
0.481999993324;
0.73599999547;
0.819999992847;
0.863999992609;
0.855999994278;
0.899999988079;
0.897999995947;
0.898000007868;
0.925999999046;
0.923999994993;
0.931999999285;
0.945999997854;
0.921999996901;
0.941999995708;
0.929999995232;
0.92199999094;
0.957999998331;
0.939999997616;
0.95000000596;
0.960000002384;
0.954000002146;
0.974000000954;
0.930000001192;
0.966000002623;
0.954000002146;
0.96400000453;
0.966000008583;
0.956000000238;
0.957999998331;
0.951999992132;
0.962000000477;
0.956000000238;
0.960000002384;
0.955999994278;
0.962000000477;
0.978000003099;
0.974000000954;
0.968000000715;
0.972000002861;
0.973999994993;
0.974000000954;
0.980000007153;
0.966000014544;
0.984000009298;
0.974000000954;
0.971999996901;
0.971999996901;
0.974000000954;
0.96400000453;
0.975999999046;
0.977999997139;
0.972000002861;
0.986000007391;
0.972000002861;
0.984000003338;
0.973999994993;
0.975999999046;
0.976000010967;
0.978000003099;
0.980000001192;
0.978000003099;
0.975999999046;
0.965999996662;
0.966000008583;
0.986000007391;
0.979999989271;
0.967999994755;
0.978000003099;
0.982000005245;
0.981999999285;
0.975999999046;
0.990000009537;
0.978000003099;
0.980000007153;
0.976000005007;
0.987999999523;
0.978000003099;
0.971999996901;
0.977999997139;
0.981999999285;
0.986000001431;
0.975999999046;
0.980000007153;
0.988000011444;
0.990000003576;
0.990000003576;
0.974000000954;
0.988000005484;
0.990000003576;
0.990000009537;
0.992000001669;
0.988000011444;
0.980000001192;
0.983999997377;
0.983999997377;
0.984000003338;
0.986000001431;
0.990000003576;
0.992000007629;
0.990000009537;
0.990000003576;
0.982000011206;
0.982000005245;
0.969999992847;
0.982000005245;
0.994000005722;
0.982000005245;
0.988000005484;
0.988000011444;
0.984000003338;
0.984000003338;
0.980000001192;
0.984000003338;
0.981999999285;
0.984000009298;
0.986000013351;
0.987999999523;
0.984000003338;
0.981999999285;
0.992000001669;
0.994000005722;
0.984000009298;
0.988000005484;
0.988000005484;
0.994000005722;
0.992000001669;
0.990000009537;
0.992000001669;
0.994000005722;
0.993999999762;
0.992000001669;
0.994000005722;
0.992000007629;
0.990000009537;
0.974000006914;
0.992000001669;
0.996000003815;
0.992000007629;
0.990000009537;
0.984000003338;
0.987999999523;
0.995999997854;
0.988000005484;
0.990000003576;
0.984000003338;
0.994000005722;
0.994000005722;
0.994000005722;
0.988000005484;
