0;0.1;
100;0.36;
200;0.68;
300;0.84;
400;0.8;
500;0.76;
600;0.9;
700;0.88;
800;0.82;
900;0.88;
1000;0.94;
1100;0.96;
1200;0.94;
1300;0.98;
1400;0.92;
1500;0.92;
1600;0.98;
1700;0.92;
1800;0.92;
1900;0.9;
2000;0.98;
2100;0.88;
2200;0.94;
2300;0.98;
2400;0.96;
2500;0.94;
2600;0.92;
2700;1;
2800;0.98;
2900;0.98;
3000;0.94;
3100;0.94;
3200;0.98;
3300;0.96;
3400;0.98;
3500;1;
3600;0.98;
3700;1;
3800;0.98;
3900;1;
4000;0.98;
4100;0.96;
4200;0.96;
4300;0.92;
4400;0.94;
4500;0.98;
4600;1;
4700;0.96;
4800;0.96;
4900;1;
5000;0.98;
5100;0.94;
5200;1;
5300;0.96;
5400;1;
5500;1;
5600;0.96;
5700;1;
5800;1;
5900;0.98;
6000;0.98;
6100;0.96;
6200;1;
6300;0.96;
6400;0.94;
6500;0.96;
6600;1;
6700;0.96;
6800;0.96;
6900;1;
7000;0.92;
7100;0.98;
7200;0.94;
7300;1;
7400;1;
7500;0.98;
7600;0.96;
7700;0.94;
7800;1;
7900;1;
8000;0.94;
8100;1;
8200;1;
8300;0.96;
8400;0.98;
8500;0.96;
8600;0.98;
8700;0.96;
8800;1;
8900;0.98;
9000;0.98;
9100;1;
9200;0.98;
9300;0.98;
9400;0.96;
9500;0.96;
9600;0.98;
9700;1;
9800;0.98;
9900;0.94;
10000;0.98;
10100;0.98;
10200;0.98;
10300;0.98;
10400;0.98;
10500;0.9;
10600;1;
10700;1;
10800;0.98;
10900;0.98;
11000;1;
11100;1;
11200;0.98;
11300;0.94;
11400;0.98;
11500;1;
11600;0.96;
11700;0.96;
11800;0.98;
11900;1;
12000;1;
12100;1;
12200;0.98;
12300;1;
12400;0.98;
12500;1;
12600;1;
12700;0.98;
12800;0.96;
12900;1;
13000;1;
13100;1;
13200;1;
13300;0.96;
13400;1;
13500;1;
13600;1;
13700;1;
13800;1;
13900;1;
14000;1;
14100;0.96;
14200;1;
14300;0.98;
14400;0.96;
14500;0.96;
14600;0.98;
14700;1;
14800;1;
14900;0.94;
