0;0.04;
100;0.02;
200;0.24;
300;0.3;
400;0.68;
500;0.68;
600;0.74;
700;0.82;
800;0.74;
900;0.82;
1000;0.86;
1100;0.86;
1200;0.88;
1300;0.8;
1400;0.86;
1500;0.82;
1600;0.82;
1700;0.84;
1800;0.82;
1900;0.82;
2000;0.94;
2100;0.84;
2200;0.9;
2300;0.9;
2400;0.88;
2500;0.86;
2600;0.86;
2700;0.94;
2800;0.86;
2900;0.88;
3000;0.96;
3100;0.88;
3200;0.96;
3300;0.88;
3400;0.88;
3500;0.94;
3600;0.96;
3700;0.96;
3800;0.9;
3900;0.94;
4000;0.9;
4100;0.9;
4200;0.94;
4300;0.94;
4400;0.92;
4500;0.96;
4600;0.98;
4700;0.98;
4800;0.96;
4900;0.96;
5000;0.98;
5100;0.92;
5200;0.94;
5300;0.94;
5400;0.98;
5500;0.96;
5600;0.94;
5700;0.92;
5800;0.9;
5900;0.94;
6000;0.96;
6100;0.96;
6200;0.98;
6300;0.94;
6400;0.96;
6500;0.92;
6600;0.9;
6700;0.94;
6800;0.98;
6900;0.96;
7000;0.96;
7100;0.96;
7200;0.94;
7300;0.96;
7400;0.98;
7500;0.92;
7600;0.94;
7700;0.94;
7800;0.98;
7900;0.96;
8000;0.96;
8100;0.96;
8200;0.96;
8300;0.96;
8400;1;
8500;0.98;
8600;0.98;
8700;0.98;
8800;0.96;
8900;0.96;
9000;1;
9100;0.96;
9200;0.94;
9300;0.9;
9400;0.98;
9500;0.94;
9600;0.94;
9700;0.98;
9800;0.92;
9900;0.98;
10000;0.92;
10100;0.98;
10200;0.98;
10300;0.96;
10400;0.92;
10500;0.98;
10600;0.98;
10700;0.92;
10800;0.96;
10900;0.98;
11000;0.94;
11100;0.96;
11200;1;
11300;0.96;
11400;0.96;
11500;0.98;
11600;0.98;
11700;0.98;
11800;0.96;
11900;0.98;
12000;0.96;
12100;0.92;
12200;0.96;
12300;0.96;
12400;0.98;
12500;0.94;
12600;1;
12700;0.96;
12800;1;
12900;0.96;
13000;1;
13100;0.94;
13200;1;
13300;0.96;
13400;0.92;
13500;0.96;
13600;1;
13700;1;
13800;0.98;
13900;0.98;
14000;0.98;
14100;0.98;
14200;1;
14300;1;
14400;1;
14500;0.96;
14600;0.96;
14700;0.98;
14800;0.98;
14900;0.98;
