0.38;0.18;0.14;0.08;0.3;0.3;0.14;0.1;0.12;0.3;0.26;0.12;0.12;0.24;0.26;0.18;0.1;0.32;0.18;0.22;0.2;0.24;0.18;0.3;0.16;0.32;0.08;0.22;0.22;0.3;
0.38;0.2;0.22;0.2;0.38;0.42;0.24;0.26;0.18;0.4;0.34;0.26;0.32;0.48;0.34;0.34;0.14;0.28;0.36;0.26;0.24;0.32;0.4;0.4;0.24;0.36;0.46;0.26;0.3;0.36;
0.6;0.44;0.4;0.58;0.36;0.38;0.5;0.64;0.52;0.54;0.5;0.5;0.4;0.6;0.58;0.5;0.48;0.68;0.32;0.46;0.38;0.48;0.48;0.28;0.56;0.42;0.5;0.54;0.62;0.54;
0.68;0.42;0.66;0.52;0.5;0.58;0.62;0.7;0.46;0.5;0.64;0.64;0.5;0.68;0.62;0.6;0.5;0.56;0.64;0.68;0.6;0.52;0.6;0.52;0.64;0.62;0.5;0.58;0.58;0.6;
0.66;0.66;0.7;0.62;0.56;0.64;0.66;0.72;0.66;0.62;0.68;0.64;0.6;0.74;0.74;0.68;0.52;0.76;0.72;0.62;0.66;0.6;0.62;0.52;0.72;0.48;0.56;0.6;0.56;0.68;
0.64;0.64;0.52;0.52;0.62;0.68;0.68;0.8;0.68;0.76;0.8;0.5;0.68;0.76;0.84;0.56;0.68;0.68;0.78;0.68;0.64;0.72;0.7;0.68;0.58;0.82;0.64;0.56;0.68;0.68;
0.8;0.68;0.72;0.7;0.74;0.8;0.8;0.8;0.68;0.68;0.82;0.64;0.76;0.78;0.64;0.86;0.7;0.86;0.68;0.64;0.82;0.78;0.78;0.7;0.76;0.68;0.78;0.76;0.76;0.82;
0.82;0.66;0.82;0.68;0.76;0.78;0.74;0.94;0.78;0.84;0.7;0.72;0.7;0.78;0.74;0.8;0.82;0.78;0.86;0.78;0.76;0.76;0.82;0.82;0.84;0.68;0.68;0.82;0.64;0.76;
0.9;0.66;0.8;0.82;0.7;0.72;0.84;0.82;0.82;0.84;0.84;0.78;0.82;0.78;0.7;0.88;0.76;0.76;0.68;0.68;0.78;0.72;0.66;0.74;0.74;0.72;0.72;0.7;0.72;0.78;
0.8;0.8;0.74;0.84;0.74;0.84;0.72;0.84;0.72;0.86;0.82;0.76;0.92;0.72;0.76;0.8;0.82;0.82;0.84;0.66;0.78;0.82;0.8;0.8;0.8;0.76;0.9;0.74;0.76;0.78;
0.82;0.84;0.84;0.86;0.8;0.82;0.74;0.78;0.78;0.82;0.74;0.82;0.74;0.78;0.76;0.8;0.82;0.84;0.86;0.82;0.76;0.78;0.82;0.84;0.9;0.8;0.72;0.92;0.8;0.76;
0.82;0.74;0.98;0.84;0.8;0.84;0.72;0.86;0.82;0.84;0.8;0.88;0.88;0.88;0.84;0.92;0.84;0.9;0.82;0.76;0.9;0.84;0.9;0.88;0.82;0.84;0.8;0.78;0.82;0.9;
0.78;0.74;0.82;0.9;0.8;0.68;0.82;0.78;0.86;0.88;0.78;0.84;0.88;0.92;0.66;0.84;0.84;0.88;0.74;0.8;0.88;0.78;0.92;0.86;0.9;0.82;0.82;0.8;0.86;0.82;
0.8;0.9;0.88;0.96;0.9;0.78;0.82;0.9;0.86;0.86;0.82;0.84;0.86;0.76;0.88;0.82;0.84;0.84;0.94;0.9;0.82;0.82;0.92;0.82;0.8;0.92;0.8;0.8;0.76;0.94;
0.74;0.8;0.9;0.86;0.9;0.8;0.76;0.82;0.9;0.92;0.96;0.86;0.86;0.84;0.84;0.82;0.82;0.76;0.94;0.86;0.86;0.88;0.84;0.78;0.72;0.92;0.72;0.86;0.8;0.76;
0.82;0.82;0.88;0.86;0.84;0.82;0.9;0.8;0.92;0.84;0.82;0.86;0.84;0.78;0.88;0.78;0.9;0.84;0.96;0.86;0.9;0.82;0.82;0.86;0.82;0.86;0.88;0.78;0.84;0.88;
0.88;0.76;0.86;0.82;0.84;0.82;0.88;0.82;0.86;0.96;0.86;0.88;0.78;0.8;0.94;0.92;0.76;0.9;0.84;0.8;0.88;0.9;0.88;0.8;0.9;0.84;0.88;0.88;0.88;0.9;
0.84;0.88;0.94;0.86;0.9;0.86;0.88;0.9;0.84;0.86;0.8;0.92;0.9;0.84;0.92;0.9;0.92;0.82;0.88;0.88;0.82;0.86;0.88;0.94;0.82;0.88;0.84;0.9;0.88;0.96;
0.94;0.98;0.82;0.84;0.86;0.94;0.84;0.92;0.92;0.92;0.86;0.92;0.9;0.82;0.86;0.86;0.88;0.86;0.8;0.9;0.82;0.88;0.94;0.98;0.98;0.82;0.78;0.84;0.82;0.84;
0.84;0.86;0.8;1.0;0.86;0.96;0.92;0.94;0.92;0.9;0.88;0.92;0.96;0.92;0.9;0.92;0.9;0.9;0.82;0.86;0.9;0.9;0.94;0.84;0.82;0.84;0.78;0.94;0.94;0.92;
0.92;0.8;0.92;0.94;0.94;0.84;0.88;0.86;0.9;0.9;0.94;0.92;0.9;0.92;0.98;0.84;0.88;0.92;0.84;0.84;0.82;0.9;0.86;0.78;0.88;0.9;0.84;0.88;0.88;0.86;
0.86;0.88;0.9;0.98;0.8;0.82;0.9;0.88;1.0;0.96;0.9;0.94;0.78;0.88;0.9;0.88;0.82;0.9;0.78;0.94;0.9;0.88;0.74;0.88;0.86;0.88;0.82;0.88;0.92;0.92;
0.96;0.88;0.94;0.9;0.88;0.92;0.88;0.82;0.88;0.94;0.94;0.88;0.94;0.94;0.96;0.88;0.86;0.84;0.88;0.88;0.9;0.92;0.98;0.84;0.88;0.84;0.86;0.92;0.88;0.94;
0.82;0.88;0.96;0.9;0.92;0.92;0.86;0.88;0.84;0.8;0.88;0.8;0.88;0.98;0.82;0.98;0.86;0.82;0.96;0.92;0.84;0.9;0.94;0.84;0.88;0.88;0.96;0.92;0.9;0.84;
0.9;0.88;0.92;0.84;0.92;0.94;0.9;0.82;0.88;0.9;0.86;0.96;0.94;0.94;0.96;0.94;0.94;0.96;0.9;0.78;0.9;0.94;0.96;0.92;0.9;0.9;0.88;0.88;0.92;0.9;
0.9;0.86;0.92;0.86;0.92;0.86;0.94;0.92;0.9;0.88;0.88;0.9;0.94;0.9;0.82;0.86;0.92;0.92;0.9;0.94;0.82;0.84;0.86;0.9;0.86;0.92;0.88;0.9;0.82;0.82;
0.92;0.84;0.88;0.92;0.94;0.88;0.86;0.9;0.86;0.92;0.94;0.92;0.94;0.88;0.9;0.92;0.86;0.9;0.86;0.88;0.94;0.84;0.92;0.92;0.96;0.9;0.8;0.9;0.98;0.94;
0.98;0.84;0.88;0.8;0.88;0.92;0.94;0.9;0.9;0.94;0.92;0.88;0.96;0.94;0.94;0.96;0.86;0.94;0.82;0.9;0.82;0.94;0.92;0.98;0.86;0.9;0.92;0.96;0.9;0.92;
0.92;0.92;0.92;0.9;0.92;0.88;0.96;0.84;0.94;0.92;0.8;0.9;0.86;0.92;0.88;0.98;0.92;0.92;0.92;0.88;0.98;0.94;0.88;0.92;0.82;0.84;0.88;0.92;0.92;0.9;
0.92;0.84;0.96;0.9;0.88;0.96;0.98;0.96;0.94;0.92;0.84;0.82;0.88;0.96;0.92;0.92;0.96;0.94;0.94;0.96;0.92;0.86;0.9;0.9;0.96;0.96;0.94;0.9;0.92;0.88;
0.96;0.88;0.92;1.0;0.92;0.94;0.96;0.9;0.96;0.86;0.96;0.96;0.86;0.8;0.84;0.98;0.86;0.94;1.0;0.92;0.9;0.9;0.9;0.86;0.9;0.96;0.88;0.92;0.9;0.88;
0.82;0.94;0.92;1.0;0.94;0.88;0.9;0.94;0.84;0.9;0.98;0.92;0.88;0.9;0.94;0.92;0.84;0.94;0.94;0.94;0.98;0.84;0.98;0.92;0.94;0.9;0.84;0.96;0.94;0.88;
0.98;0.88;0.92;0.96;0.92;0.88;0.92;0.92;0.92;0.96;0.9;0.88;0.88;0.96;0.88;0.92;0.86;0.9;0.9;0.88;0.96;0.98;0.88;0.94;0.78;0.88;0.94;0.9;0.9;0.94;
0.94;0.94;0.88;0.92;0.9;0.86;0.88;0.94;0.88;0.9;0.9;0.94;0.96;0.86;0.92;0.92;0.9;0.96;0.96;0.88;0.94;0.92;0.86;0.92;0.9;0.82;0.94;0.96;0.84;0.9;
0.84;0.92;0.94;0.9;0.82;0.92;1.0;0.94;0.86;0.9;0.9;0.88;0.94;0.88;0.92;0.9;0.92;0.96;0.9;0.96;0.92;0.96;0.98;0.9;0.86;0.94;0.84;0.92;0.88;0.88;
0.98;0.9;0.94;0.96;0.88;0.96;0.92;0.9;0.88;0.86;0.92;0.9;0.94;0.98;0.92;0.92;0.82;0.88;0.9;0.92;0.92;0.92;1.0;0.98;0.9;0.94;0.9;0.94;0.96;0.92;
0.88;0.9;0.94;0.96;0.94;0.98;0.98;0.94;0.92;0.94;0.86;0.82;0.9;0.98;0.94;0.98;0.88;0.92;0.9;0.92;0.94;0.9;0.9;0.92;0.92;0.94;0.96;0.9;0.96;0.9;
0.92;0.92;0.9;0.88;0.92;0.86;0.92;0.94;0.94;0.98;0.86;0.76;0.94;0.9;0.94;0.9;0.92;0.94;0.88;0.9;0.92;0.96;0.84;0.94;0.94;0.96;0.9;1.0;0.84;0.96;
0.92;0.94;0.9;0.92;0.96;0.94;0.9;0.92;0.94;0.88;0.88;0.94;0.94;0.9;0.92;0.94;0.88;0.98;0.9;0.96;0.86;0.92;0.9;0.9;0.9;0.92;0.94;0.88;0.92;0.88;
0.92;0.9;0.82;0.96;0.9;0.96;0.96;0.88;0.9;0.94;0.94;0.96;0.96;0.9;0.9;0.96;0.82;0.98;0.92;0.9;0.92;0.88;0.9;0.88;0.94;0.9;0.98;0.96;0.9;0.94;
0.94;0.88;0.9;0.96;0.9;0.96;0.94;0.86;0.88;0.88;0.96;0.96;0.86;0.96;0.96;0.9;0.9;0.92;0.96;0.9;0.96;0.94;0.98;0.98;0.92;0.9;0.88;0.9;0.88;0.98;
0.94;0.86;0.94;0.98;0.88;0.88;0.94;0.96;0.92;0.94;0.94;0.94;0.88;0.92;0.88;0.96;0.92;0.9;0.94;0.92;0.92;0.84;0.88;0.9;0.96;0.84;0.9;0.92;0.96;0.94;
0.86;0.88;0.92;0.92;0.86;0.94;0.9;0.96;0.92;0.9;1.0;0.92;0.86;0.9;0.94;0.92;0.88;0.94;0.9;0.9;0.9;0.9;0.94;0.86;0.96;0.9;0.92;0.94;0.96;0.92;
0.96;0.94;0.92;0.96;0.9;0.92;0.94;0.92;0.94;0.84;0.94;0.9;0.98;0.9;0.94;0.96;0.98;0.9;0.92;0.92;0.96;0.94;0.96;0.96;0.92;0.92;0.86;0.98;0.9;0.92;
0.9;0.96;0.94;0.94;0.96;0.9;0.92;0.92;0.94;0.94;1.0;0.96;0.88;0.9;0.9;0.94;0.9;0.9;0.94;0.9;0.88;0.9;0.94;0.94;0.92;0.98;0.98;0.94;0.86;0.92;
0.92;0.88;0.94;0.88;0.9;0.9;0.94;0.94;0.94;0.96;0.92;0.88;0.9;0.92;0.98;0.86;0.96;0.94;0.96;0.92;0.96;0.96;0.96;0.98;0.96;0.94;0.94;0.94;0.88;0.9;
0.96;0.96;0.94;0.98;0.92;0.92;0.96;0.94;0.96;0.96;0.94;0.94;0.98;0.9;0.9;0.88;0.92;0.96;0.94;0.9;0.98;0.94;0.94;0.88;0.96;0.98;0.88;0.98;0.98;0.86;
0.94;0.98;0.96;0.94;0.92;0.96;0.94;0.94;0.9;0.98;0.88;1.0;0.9;0.94;0.98;0.96;0.96;0.94;0.9;0.96;0.9;0.88;0.98;0.98;0.94;0.88;0.86;1.0;0.9;0.96;
0.96;0.94;0.98;0.98;0.92;1.0;0.88;0.96;1.0;0.96;0.94;0.94;0.96;0.94;0.94;0.96;0.96;1.0;0.96;0.88;0.94;0.88;0.9;0.98;0.96;0.92;0.94;0.96;0.94;0.84;
0.92;1.0;0.98;0.92;0.96;0.98;0.94;0.94;0.88;1.0;0.96;0.94;0.92;0.9;0.94;1.0;0.88;0.98;0.98;0.88;0.96;0.96;0.96;0.96;1.0;0.94;0.94;0.94;0.9;0.98;
0.96;0.98;0.9;0.9;0.92;0.9;0.96;0.96;0.94;0.98;0.92;0.84;0.94;0.92;0.98;0.94;0.92;0.92;0.98;0.9;0.92;0.94;0.92;0.92;0.98;0.88;1.0;0.94;0.9;0.9;
0.92;0.96;0.94;0.9;0.94;0.94;0.94;0.94;0.96;0.94;0.88;0.98;0.86;0.9;0.98;0.9;0.94;0.86;0.9;0.88;0.88;0.92;0.88;0.98;0.98;0.88;0.92;0.94;0.9;0.9;
0.94;0.94;0.84;0.9;0.86;0.9;0.88;0.96;0.92;0.96;0.82;0.88;1.0;1.0;0.96;0.94;0.96;0.92;0.96;0.86;0.94;0.98;0.9;0.96;0.92;1.0;0.88;0.88;0.92;0.98;
0.94;0.9;0.94;0.98;0.92;0.96;0.96;0.98;0.94;0.98;0.92;0.92;0.98;0.9;0.94;1.0;1.0;0.96;0.92;0.94;0.96;0.94;0.96;0.98;0.96;0.88;0.94;0.9;0.88;0.98;
0.9;0.92;0.92;0.98;1.0;0.94;0.94;0.92;0.9;0.94;0.9;0.9;0.94;0.94;0.9;0.88;0.94;0.94;0.92;1.0;0.96;0.96;0.9;0.9;0.98;0.86;1.0;0.88;0.86;0.94;
