0;0.08;
100;0.5;
200;0.76;
300;0.88;
400;0.82;
500;0.88;
600;0.86;
700;0.98;
800;0.88;
900;0.9;
1000;0.96;
1100;0.98;
1200;0.92;
1300;0.94;
1400;1;
1500;1;
1600;0.96;
1700;0.98;
1800;0.98;
1900;0.94;
2000;0.96;
2100;1;
2200;0.98;
2300;0.96;
2400;0.94;
2500;0.94;
2600;0.98;
2700;0.96;
2800;0.98;
2900;0.98;
3000;1;
3100;0.98;
3200;0.94;
3300;0.94;
3400;0.98;
3500;0.98;
3600;1;
3700;0.96;
3800;0.98;
3900;0.98;
4000;0.94;
4100;1;
4200;0.9;
4300;0.98;
4400;1;
4500;1;
4600;1;
4700;1;
4800;0.96;
4900;1;
5000;1;
5100;0.98;
5200;0.96;
5300;0.98;
5400;0.96;
5500;0.98;
5600;1;
5700;1;
5800;1;
5900;0.98;
6000;0.98;
6100;1;
6200;1;
6300;1;
6400;0.96;
6500;1;
6600;0.98;
6700;0.98;
6800;0.98;
6900;1;
7000;1;
7100;0.98;
7200;0.98;
7300;1;
7400;0.94;
7500;1;
7600;1;
7700;1;
7800;0.96;
7900;1;
8000;0.96;
8100;1;
8200;0.98;
8300;1;
8400;0.98;
8500;0.96;
8600;0.98;
8700;0.98;
8800;0.98;
8900;1;
9000;0.98;
9100;0.98;
9200;0.92;
9300;1;
9400;1;
9500;1;
9600;1;
9700;0.94;
9800;1;
9900;0.98;
10000;0.98;
10100;0.98;
10200;1;
10300;1;
10400;1;
10500;0.94;
10600;1;
10700;0.96;
10800;1;
10900;0.98;
11000;1;
11100;0.98;
11200;0.98;
11300;0.98;
11400;1;
11500;0.98;
11600;0.98;
11700;0.98;
11800;0.98;
11900;1;
12000;0.98;
12100;0.98;
12200;1;
12300;0.98;
12400;1;
12500;1;
12600;1;
12700;1;
12800;0.98;
12900;1;
13000;1;
13100;1;
13200;0.98;
13300;0.98;
13400;1;
13500;0.98;
13600;1;
13700;0.98;
13800;1;
13900;1;
14000;1;
14100;0.98;
14200;1;
14300;0.98;
14400;1;
14500;1;
14600;1;
14700;1;
14800;1;
14900;0.98;
